Airline,Source,Destination,Total_Stops,Price,dept_day,dept_month,dept_hour,dept_minute,arrival_day,arrival_month,arrival_hour,arrival_minute,duration_hours,duration_minutes,Route1,Route2,Route3,Route4,Route5
Air India,S_Kolkata,D_Bangalore,2,15107,9,5,14,30,10,5,12,30,22,0,CCU,VNS,DEL,BLR,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8066,6,5,20,25,7,5,23,35,3,10,CCU,DEL,BLR,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,5752,15,4,10,35,15,4,19,35,9,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10577,3,6,7,5,3,6,19,0,11,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,16079,27,5,10,0,27,5,19,0,9,0,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,4777,24,3,10,10,24,3,13,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10966,1,6,12,0,2,6,7,40,19,40,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,9134,15,3,5,45,15,3,15,15,9,30,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13377,9,6,14,0,10,6,1,30,11,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5883,6,6,10,35,7,6,1,30,14,55,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,12351,9,3,7,30,9,3,21,0,13,30,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,13587,15,6,7,5,15,6,21,0,13,55,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,11642,18,5,16,50,19,5,5,35,12,45,CCU,BOM,GOI,BLR,Not Available
Air India,S_Bangalore,D_New Delhi,2,11791,3,3,5,50,4,3,22,10,16,20,BLR,CCU,GAU,DEL,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,1,6,19,15,2,6,4,25,9,10,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,7893,1,4,16,50,2,4,7,55,15,5,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,4238,24,3,1,30,24,3,4,15,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9443,24,6,16,40,25,6,19,15,2,35,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12373,18,5,19,45,19,5,4,25,8,40,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,15957,18,5,9,50,18,5,23,15,13,25,CCU,GAU,DEL,BLR,Not Available
Air India,S_Kolkata,D_Bangalore,2,15894,6,6,14,30,7,6,12,30,22,0,CCU,VNS,DEL,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15129,9,3,13,45,10,3,4,25,14,40,DEL,IXC,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,6144,18,5,8,20,18,5,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,27,6,21,50,28,6,19,0,21,10,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,15342,6,3,9,55,6,3,19,15,9,20,DEL,BOM,COK,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,2,13355,3,3,19,10,4,3,10,35,15,25,BLR,BOM,NAG,DEL,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14714,3,6,15,0,4,6,4,25,13,25,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,4752,24,3,13,20,24,3,15,35,2,15,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,13067,15,5,20,25,16,5,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,6982,15,3,11,50,16,3,11,35,23,45,BLR,MAA,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,1,6,19,30,2,6,12,35,17,5,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12681,1,4,6,30,1,4,18,15,11,45,CCU,BOM,BLR,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8085,12,6,17,0,13,6,20,20,3,20,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9653,21,5,12,0,22,5,7,40,19,40,DEL,JAI,BOM,COK,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,27,4,6,55,27,4,9,30,2,35,CCU,BLR,Not Available,Not Available,Not Available
Vistara,S_Bangalore,D_Delhi,0,5403,24,4,9,45,24,4,12,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,18,5,17,0,19,5,9,45,16,45,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,5678,3,4,2,55,3,4,4,20,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,13843,6,3,13,0,7,3,4,25,15,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,24,5,9,35,24,5,21,5,11,30,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,5224,18,5,14,25,18,5,16,55,2,30,CCU,BLR,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,1,5192,1,5,7,35,1,5,23,30,15,55,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13817,12,3,16,55,13,3,9,30,16,35,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6349,1,5,21,50,2,5,3,35,5,45,DEL,LKO,COK,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,3175,15,6,16,55,15,6,18,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,9,6,9,35,10,6,9,45,0,10,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,15,6,20,55,16,6,12,35,15,40,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11467,1,4,9,35,1,4,18,0,8,25,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,8479,6,5,11,35,6,5,18,50,7,15,CCU,KNU,BLR,Not Available,Not Available
IndiGo,S_Mumbai,D_Hyderabad,0,4049,3,6,9,10,3,6,10,40,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12819,27,6,13,25,28,6,12,35,23,10,DEL,AMD,BOM,COK,Not Available
IndiGo,S_Delhi,D_Cochin,0,5000,21,6,5,35,21,6,8,50,3,15,DEL,COK,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,8479,6,6,11,35,6,6,18,50,7,15,CCU,KNU,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,12692,9,6,20,25,10,6,22,5,1,40,CCU,DEL,BLR,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3815,27,3,6,55,27,3,9,35,2,40,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,7893,1,4,16,50,2,4,18,20,1,30,CCU,BOM,HBX,BLR,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,21,5,6,0,21,5,8,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Vistara,S_Chennai,D_Kolkata,0,11982,15,6,17,45,15,6,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,7648,3,3,13,0,3,3,15,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8372,6,6,8,0,6,6,19,15,11,15,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,8366,12,6,9,25,12,6,18,30,9,5,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,14,5,21,3,19,10,5,5,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7754,21,6,17,45,21,6,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,3841,12,4,9,0,12,4,11,25,2,25,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,1,19595,6,3,20,45,7,3,16,50,20,5,BOM,DEL,HYD,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,1,11936,21,5,17,30,22,5,8,55,15,25,CCU,DEL,BLR,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,6860,3,3,8,30,3,3,11,30,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13029,21,5,9,40,22,5,4,25,18,45,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,12,6,19,30,13,6,12,35,17,5,DEL,JAI,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7740,18,5,14,55,18,5,22,30,7,35,DEL,HYD,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,12819,21,3,9,40,23,3,4,25,18,45,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,9,6,22,50,10,6,19,0,20,10,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3858,12,5,14,45,12,5,17,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,2,6610,6,3,6,40,6,3,21,20,14,40,DEL,HYD,MAA,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12537,27,3,13,0,27,3,21,0,8,0,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,2,10118,21,5,6,30,21,5,20,50,14,20,CCU,BOM,PNQ,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,3,6,20,55,4,6,12,35,15,40,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,14815,6,3,22,50,8,3,0,45,1,55,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Bangalore,D_New Delhi,1,8032,15,3,11,50,16,3,13,0,1,10,BLR,MAA,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,11538,21,3,6,20,22,3,4,25,22,5,DEL,IXC,BOM,COK,Not Available
Vistara,S_Bangalore,D_Delhi,0,4668,24,6,21,0,24,6,23,50,2,50,BLR,DEL,Not Available,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,5048,18,4,20,55,18,4,23,40,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,4332,18,5,11,35,18,5,14,0,2,25,MAA,CCU,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8907,6,6,9,45,6,6,23,0,13,15,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4284,3,5,22,10,4,5,1,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9526,1,6,10,20,1,6,19,15,8,55,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,14,5,21,3,21,20,7,15,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14151,6,6,9,35,6,6,22,5,12,30,CCU,DEL,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,13502,6,3,14,5,7,3,7,40,17,35,BLR,BOM,DEL,Not Available,Not Available
SpiceJet,S_Bangalore,D_New Delhi,0,6860,3,3,5,45,3,3,8,35,2,50,BLR,DEL,Not Available,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,8844,15,5,11,15,15,5,18,30,7,15,CCU,IXB,BLR,Not Available,Not Available
Air Asia,S_Delhi,D_Cochin,1,6253,15,6,7,55,15,6,22,25,14,30,DEL,BLR,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,13381,21,5,20,15,22,5,19,15,23,0,DEL,CCU,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,2,16704,1,5,23,5,3,5,4,25,5,20,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,8586,9,5,8,25,10,5,4,40,20,15,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12192,27,6,7,0,27,6,19,0,12,0,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Kolkata,D_Bangalore,1,8085,12,5,20,20,13,5,23,25,3,5,CCU,DEL,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,18916,3,3,18,15,4,3,1,35,7,20,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,4859,24,4,15,5,24,4,20,20,5,15,CCU,MAA,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13014,6,6,9,40,7,6,4,25,18,45,DEL,JAI,BOM,COK,Not Available
IndiGo,S_Bangalore,D_Delhi,0,4423,6,4,10,10,6,4,13,0,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,18,5,8,25,18,5,18,15,9,50,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,13344,27,6,5,30,27,6,12,35,7,5,DEL,BHO,BOM,COK,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,2,23528,12,3,6,30,12,3,16,35,10,5,BOM,VNS,DEL,HYD,Not Available
IndiGo,S_Delhi,D_Cochin,1,14871,3,3,10,45,4,3,1,35,14,50,DEL,BOM,COK,Not Available,Not Available
Air Asia,S_Bangalore,D_Delhi,0,4282,15,6,4,55,15,6,7,45,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4995,9,5,10,20,9,5,11,50,1,30,BOM,HYD,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9646,12,6,9,45,12,6,16,10,6,25,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,1,5699,1,4,17,35,1,4,22,15,4,40,CCU,MAA,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,5,45,22,3,0,45,19,0,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,17234,3,3,16,0,4,3,4,25,12,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,12,4,7,10,12,4,10,10,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10152,27,5,2,15,27,5,12,35,10,20,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,0,4807,21,4,22,20,22,4,0,40,2,20,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,15318,3,6,20,0,4,6,4,25,8,25,DEL,ATQ,BOM,COK,Not Available
Air India,S_Kolkata,D_Bangalore,2,11642,9,6,9,25,10,6,5,35,20,10,CCU,BOM,GOI,BLR,Not Available
Air India,S_Delhi,D_Cochin,2,13381,24,6,14,25,25,6,19,15,4,50,DEL,CCU,BOM,COK,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,14231,24,3,16,55,25,3,19,40,2,45,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6316,27,6,16,0,28,6,1,30,9,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Chennai,D_Kolkata,0,3384,21,3,19,35,21,3,21,55,2,20,MAA,CCU,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,11467,1,5,20,25,2,5,9,45,13,20,CCU,DEL,BLR,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,6,5,17,0,6,5,19,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,5797,27,6,11,40,28,6,1,30,13,50,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,9,6,8,20,9,6,11,20,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4995,9,5,7,5,9,5,8,30,1,25,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,12284,18,3,7,0,18,3,16,10,9,10,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4174,12,4,15,15,12,4,17,45,2,30,CCU,BLR,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9400,3,3,7,5,4,3,9,25,2,20,DEL,HYD,MAA,COK,Not Available
Air India,S_Kolkata,D_Bangalore,2,12723,15,5,5,50,16,5,8,55,3,5,CCU,IXR,DEL,BLR,Not Available
GoAir,S_Delhi,D_Cochin,1,6112,3,3,7,30,3,3,13,20,5,50,DEL,HYD,COK,Not Available,Not Available
Air India,S_Mumbai,D_Hyderabad,0,3100,27,6,13,55,27,6,15,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,9929,1,6,10,0,1,6,19,15,9,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,5,45,21,3,16,10,10,25,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,8669,24,6,3,50,24,6,19,15,15,25,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,9134,15,3,11,40,15,3,18,25,6,45,BLR,BOM,DEL,Not Available,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,4777,24,3,21,20,25,3,0,15,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10031,24,3,19,45,25,3,22,35,2,50,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,10262,27,6,20,55,28,6,12,35,15,40,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,2470,24,3,7,10,24,3,8,35,1,25,BOM,HYD,Not Available,Not Available,Not Available
Air Asia,S_Bangalore,D_Delhi,0,4483,18,5,11,10,18,5,13,55,2,45,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,8147,9,3,5,5,9,3,10,5,5,0,DEL,BLR,COK,Not Available,Not Available
IndiGo,S_Bangalore,D_Delhi,0,3419,24,4,0,30,24,4,3,25,2,55,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,11,40,21,3,21,20,9,40,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12557,21,3,19,45,22,3,4,25,8,40,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,10756,21,3,6,50,22,3,19,15,12,25,DEL,CCU,BOM,COK,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,9021,9,5,17,45,10,5,1,30,7,45,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,9416,6,6,12,0,7,6,11,10,23,10,CCU,BBI,BOM,BLR,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12898,1,6,7,5,1,6,12,35,5,30,DEL,BOM,COK,Not Available,Not Available
SpiceJet,S_Kolkata,D_Bangalore,1,8479,9,5,11,35,9,5,18,50,7,15,CCU,KNU,BLR,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12347,21,3,19,15,22,3,18,50,23,35,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7198,27,5,17,0,28,5,1,30,8,30,DEL,BOM,COK,Not Available,Not Available
Air India,S_Kolkata,D_Bangalore,2,13873,6,5,10,0,7,5,1,20,15,20,CCU,DEL,COK,BLR,Not Available
IndiGo,S_Bangalore,D_New Delhi,0,8855,3,3,16,55,3,3,19,45,2,50,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,6,5,14,5,7,5,4,40,14,35,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,21,5,8,25,21,5,20,45,12,20,CCU,BOM,BLR,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,15,4,19,50,15,4,22,50,3,0,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6593,3,6,16,0,3,6,21,0,5,0,DEL,BOM,COK,Not Available,Not Available
Vistara,S_Bangalore,D_New Delhi,1,6065,21,3,6,40,21,3,21,55,15,15,BLR,AMD,DEL,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,7010,15,6,5,10,15,6,10,5,4,55,DEL,BLR,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,12284,18,3,5,45,18,3,15,15,9,30,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Bangalore,D_Delhi,0,5228,9,5,10,0,9,5,12,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7695,21,3,10,20,22,3,1,35,15,15,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,4729,1,4,14,20,1,4,17,35,3,15,DEL,COK,Not Available,Not Available,Not Available
SpiceJet,S_Chennai,D_Kolkata,0,7298,6,3,17,45,6,3,20,5,2,20,MAA,CCU,Not Available,Not Available,Not Available
Air Asia,S_Kolkata,D_Bangalore,0,3807,21,6,10,20,21,6,12,55,2,35,CCU,BLR,Not Available,Not Available,Not Available
GoAir,S_Delhi,D_Cochin,1,4106,3,4,7,25,3,4,13,35,6,10,DEL,AMD,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12524,3,6,8,45,3,6,19,0,10,15,DEL,BOM,COK,Not Available,Not Available
GoAir,S_Bangalore,D_Delhi,0,4632,18,5,20,55,18,5,23,40,2,45,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,1,5704,21,3,17,45,21,3,23,0,5,15,DEL,BLR,COK,Not Available,Not Available
SpiceJet,S_Bangalore,D_Delhi,0,5515,18,4,9,30,18,4,12,20,2,50,BLR,DEL,Not Available,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,0,6015,27,5,14,25,27,5,17,40,3,15,DEL,COK,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,7229,1,4,6,0,1,4,8,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9358,12,5,10,20,12,5,17,35,7,15,CCU,GAU,BLR,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,7757,9,5,14,5,10,5,18,15,4,10,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,10791,24,6,11,40,24,6,19,0,7,20,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6778,21,5,16,10,22,5,0,55,8,45,DEL,HYD,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6732,27,3,11,30,27,3,19,15,7,45,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Mumbai,D_Hyderabad,0,4050,3,3,2,55,3,3,4,25,1,30,BOM,HYD,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,7832,21,3,11,40,22,3,7,40,20,0,BLR,BOM,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7997,18,5,11,25,18,5,19,15,7,50,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,15764,6,3,19,45,7,3,4,25,8,40,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,6540,27,3,17,30,28,3,4,25,10,55,DEL,BOM,COK,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,7198,12,6,18,0,13,6,1,30,7,30,DEL,BOM,COK,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,5636,24,4,2,0,24,4,7,25,5,25,DEL,MAA,COK,Not Available,Not Available
SpiceJet,S_Mumbai,D_Hyderabad,0,2385,18,3,13,10,18,3,14,30,1,20,BOM,HYD,Not Available,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,27,6,14,25,27,6,16,55,2,30,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,21,5,17,45,21,5,20,45,3,0,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,1,14053,9,3,18,15,10,3,18,50,0,35,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,9134,15,3,7,0,15,3,15,15,8,15,BLR,BOM,DEL,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,9548,24,6,12,0,24,6,19,15,7,15,DEL,JAI,BOM,COK,Not Available
Jet Airways,S_Delhi,D_Cochin,1,12032,27,3,7,5,27,3,18,50,11,45,DEL,BOM,COK,Not Available,Not Available
GoAir,S_Bangalore,D_New Delhi,0,7305,9,3,11,40,9,3,14,35,2,55,BLR,DEL,Not Available,Not Available,Not Available
Air India,S_Delhi,D_Cochin,2,8656,27,3,16,40,28,3,19,15,2,35,DEL,AMD,BOM,COK,Not Available
Jet Airways,S_Bangalore,D_Delhi,0,4030,24,5,6,0,24,5,8,45,2,45,BLR,DEL,Not Available,Not Available,Not Available
Jet Airways,S_Bangalore,D_New Delhi,1,20800,1,3,11,40,2,3,9,0,21,20,BLR,BOM,DEL,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,10844,6,6,8,25,6,6,16,20,7,55,CCU,BOM,BLR,Not Available,Not Available
IndiGo,S_Delhi,D_Cochin,1,6968,21,4,6,50,21,4,12,10,5,20,DEL,HYD,COK,Not Available,Not Available
IndiGo,S_Kolkata,D_Bangalore,0,4804,24,5,15,30,24,5,18,5,2,35,CCU,BLR,Not Available,Not Available,Not Available
Jet Airways,S_Kolkata,D_Bangalore,1,9663,9,5,21,10,10,5,8,15,11,5,CCU,BOM,BLR,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,12524,1,6,8,45,1,6,19,0,10,15,DEL,BOM,COK,Not Available,Not Available
Jet Airways,S_Delhi,D_Cochin,2,10368,3,6,19,30,4,6,4,25,8,55,DEL,JAI,BOM,COK,Not Available
Air India,S_Bangalore,D_New Delhi,1,5626,9,3,6,50,10,3,8,50,2,0,BLR,HYD,DEL,Not Available,Not Available
Multiple carriers,S_Delhi,D_Cochin,1,6838,9,4,17,0,10,4,1,30,8,30,DEL,BOM,COK,Not Available,Not Available
Air India,S_Delhi,D_Cochin,0,6934,3,6,14,10,3,6,17,10,3,0,DEL,COK,Not Available,Not Available,Not Available
